,rand_index,SITE ID,datetime,hour,二氧化硫,溫度,一氧化碳,臭氧,細懸浮微粒,相對濕度,懸浮微粒,二氧化氮
14608,225080,EPA032,2019-08-16,8,1.7,26,0.53,24,5,96,13,23
14609,233864,EPA033,2019-08-16,8,2.7,26.6,0.4,31,12,84,18,7.8
14610,242648,EPA034,2019-08-16,8,1.9,27.1,0.34,37,8,84,16,9.4
14611,251432,EPA035,2019-08-16,8,2.3,26.8,0.22,27,8,95,18,6.2
14612,260216,EPA036,2019-08-16,8,2,25.2,0.41,33,4,91,10,11
14613,269000,EPA037,2019-08-16,8,1.7,25.6,0.29,35,2.9,93,14,6.8
14614,277784,EPA038,2019-08-16,8,1.5,27.6,0.17,29,12,94,20,6.1
14615,286568,EPA039,2019-08-16,8,1.3,27.3,0.25,27,19,91,19,8.3
14616,304136,EPA040,2019-08-16,8,1.6,28.8,0.35,27,3,90,34,5.066666667
14617,312920,EPA041,2019-08-16,8,1.8,28.1,0.18,41,9,83,22,5.6
14618,321704,EPA042,2019-08-16,8,0.8,25.8,0.17,34,18,94,13,6.1
14619,330488,EPA043,2019-08-16,8,1.8,26.7,0.31,34,11,88,15,7.9
14620,339272,EPA044,2019-08-16,8,1.3,27.5,0.24,23,5,88,15,7.9
14621,348056,EPA045,2019-08-16,8,1.6,27.7,0.2,32,8,92,21,6.2
14622,356840,EPA046,2019-08-16,8,1.6,28.4,0.28,27,13,89,33,6.3
14623,365624,EPA047,2019-08-16,8,0.7,25.8,0.18,29,5,95,8,2.8
14624,374408,EPA048,2019-08-16,8,1.7,30.2,0.22,27,18,85,35,2.4
14625,383192,EPA049,2019-08-16,8,2.2,29.3,0.22,20,7,87,30,8.7
14626,400760,EPA050,2019-08-16,8,1.5,29.1,0.38,19,8,91,39,11
14627,409544,EPA051,2019-08-16,8,12,28.8,0.6,19,14,86,40,11
14628,418328,EPA052,2019-08-16,8,1.9,29.6,0.12,28,16,85,49,1.6
14629,427112,EPA053,2019-08-16,8,1.5,28.5,0.3,21,10,90,38,7.6
14630,435896,EPA054,2019-08-16,8,2.1,29.5,0.21,24,14,88,31,3.9
14631,444680,EPA056,2019-08-16,8,1.2,29.3,0.2,20,8,87,40,3.9
14632,453464,EPA057,2019-08-16,8,2.3,29.4,0.39,13,14,88,41,17
14633,462248,EPA058,2019-08-16,8,2.9,29.4,0.15,12,9,83,33,16
14634,471032,EPA059,2019-08-16,8,1.9,27.3,0.7,19,5,94,18,15
14635,488600,EPA060,2019-08-16,8,2.5,28.5,0.15,24,16,82,29,2.3
14636,497384,EPA061,2019-08-16,8,0.7,27.4,0.09,29,13,91,36,0.5
14637,506168,EPA062,2019-08-16,8,1.3,27.8,0.42,17,7,84,16,5.6
14638,514952,EPA063,2019-08-16,8,5.8,29.7,0.27,14,11,68,34,8.5
14639,523736,EPA064,2019-08-16,8,1.5,22.9,0.17,38,12,96,16,3.2
14640,532520,EPA065,2019-08-16,8,2.1,29.7,0.26,23,11,77,26,4
14641,541304,EPA066,2019-08-16,8,2.6,28.1,0.34,27,12,71,34,9
14642,550088,EPA067,2019-08-16,8,4.5,31.3,2.23,36,10,64,32,44
14643,558872,EPA068,2019-08-16,8,2,29.5,1.17,23,13,75,13,24
14644,567656,EPA069,2019-08-16,8,1.9,24.9,0.24,32,4,98,7,5.6
14645,585224,EPA070,2019-08-16,8,2.3,30.1,1.65,10,19,70,31,19
14646,594008,EPA071,2019-08-16,8,2.4,29.5,0.29,13,5,85,33,17
14647,602792,EPA072,2019-08-16,8,1.5,23.3,0.38,30,5,88,8,13
14648,611576,EPA075,2019-08-16,8,2.7,28.6,0.31,33,27,85,45,12
14649,620360,EPA077,2019-08-16,8,4.8,30.4,0.31,29,24,76,48,17
14650,629144,EPA078,2019-08-16,8,1.7,29.3,0.17,46,8,91,34,4.029073917
14651,646712,EPA080,2019-08-16,8,1.4,25.1,0.26,16,6,93,17,3
14652,5504,EPA001,2019-08-17,8,1.4,30.9,0.32,37,10,68,16,9.7
14653,102128,EPA002,2019-08-17,8,1.3,31.6,0.37,36,12,66,24,14
14654,198752,EPA003,2019-08-17,8,2.8,32.3,0.25,52,11,63,15,6.6
14655,295376,EPA004,2019-08-17,8,1.6,30.8,0.33,27,12,64,18,9.8
14656,392000,EPA005,2019-08-17,8,1,31,0.29,34,8,64,23,14
14657,479840,EPA006,2019-08-17,8,4.7,31.3,0.4,35,11,61,20,16
14658,576464,EPA007,2019-08-17,8,2,32.7,0.24,48,9,52,27,5.6
14659,637952,EPA008,2019-08-17,8,2,32.8,0.34,42,10,56,19,8.6
14660,673088,EPA009,2019-08-17,8,2.1,29.6,0.2,45,13,66,20,7.2
14661,14288,EPA010,2019-08-17,8,2.5,31.5,0.165,49,16,69,17,4.4
14662,23072,EPA011,2019-08-17,8,3,32.4,0.31,44,8,65,45,15
14663,31856,EPA012,2019-08-17,8,2.7,32.3,0.69,32,7,60,22,24
14664,40640,EPA013,2019-08-17,8,1.8,32.6,0.48,34,10,58,20,20
14665,49424,EPA014,2019-08-17,8,0.8,30.4,0.35,35,9,60,18,14
14666,58208,EPA015,2019-08-17,8,1.5,31.5,0.44,28,19,62,21,20
14667,75776,EPA017,2019-08-17,8,1.2,31.2,0.25,45,9,63,14,5.6
14668,84560,EPA018,2019-08-17,8,2.6,30.7,0.19,47,6,62,18,4.1
14669,93344,EPA019,2019-08-17,8,2.6,27.9,0.18,46,9,75,21,3
14670,110912,EPA020,2019-08-17,8,1.7,30.1,0.21,40,16,70,20,12
14671,119696,EPA021,2019-08-17,8,1.8,30.6,0.26,45,4,69,16,5.2
14672,128480,EPA022,2019-08-17,8,1.7,30.3,0.23,42,10.8045977,70,26,6.7
14673,137264,EPA023,2019-08-17,8,0.7,28.8,0.3,36,12,81,15,6
14674,146048,EPA024,2019-08-17,8,1.5,31.4,0.31,42,9,64,19,7.2
14675,154832,EPA025,2019-08-17,8,4.6,30.7,0.29,39,4,71,21,9.9
14676,163616,EPA026,2019-08-17,8,1.8,30,0.26,36,2,74,9,4.3
14677,172400,EPA027,2019-08-17,8,1.6,26.2,0.15,40,5,86,8,1.7
14678,181184,EPA028,2019-08-17,8,2.2,27.8,0.23,39,4,77,11,4.1
14679,189968,EPA029,2019-08-17,8,1.5,28.3,0.31,39,4,82,8,4.5
14680,207536,EPA030,2019-08-17,8,1.8,27.2,0.5,25,3,80,12,12
14681,216320,EPA031,2019-08-17,8,2.1,26.6,0.55,20,6,85,11,21
14682,225104,EPA032,2019-08-17,8,1.7,26.5,0.33,27,3,90,10,12
14683,233888,EPA033,2019-08-17,8,3.3,27.7,0.33,31,13,79,17,5.2
14684,242672,EPA034,2019-08-17,8,0.8,28.2,0.23,39,6,79,11,4.1
14685,251456,EPA035,2019-08-17,8,2.9,27,0.2,33,10,92,14,4.5
14686,260240,EPA036,2019-08-17,8,1.4,26.5,0.4,29,3,85,11,9.9
14687,269024,EPA037,2019-08-17,8,1.76875,26.3,0.4,37,8,88,12,5.4
14688,277808,EPA038,2019-08-17,8,1.2,27.7,0.19,38,5,94,9,3.9
14689,286592,EPA039,2019-08-17,8,2,26.7,0.44,27,11,92,13,12
14690,304160,EPA040,2019-08-17,8,2,27.3,0.31,27,3,93,11,7.4
14691,312944,EPA041,2019-08-17,8,1.9,26.8,0.2,34,5,89,11,4.9
14692,321728,EPA042,2019-08-17,8,1.6,25.7,0.28,29,3,95,12,7.8
14693,330512,EPA043,2019-08-17,8,1.4,27.3,0.33,29,10,88,16,5.5
14694,339296,EPA044,2019-08-17,8,0.5,26.2,0.17,30,1,90,12,4.1
14695,348080,EPA045,2019-08-17,8,1.7,26.4,0.34,29,13,94,16,11
14696,356864,EPA046,2019-08-17,8,1.4,26.5,0.29,31,7,93,12,5.3
14697,365648,EPA047,2019-08-17,8,0.3,25.3,0.21,29,8,94,11,2.6
14698,374432,EPA048,2019-08-17,8,1,26.6,0.24,29,4,93,11,9.1
14699,383216,EPA049,2019-08-17,8,1.5,25.3,0.28,34,11,97,6,11
14700,400784,EPA050,2019-08-17,8,1.6,25.2,0.41,27,2,96,13,15
14701,409568,EPA051,2019-08-17,8,17,25.2,0.24,24,11,93,15,12
14702,418352,EPA052,2019-08-17,8,1.5,25.7,0.19,33,10,95,14,6.4
14703,427136,EPA053,2019-08-17,8,1.4,24.7,0.3,25,8,96,9,13
14704,435920,EPA054,2019-08-17,8,1.4,25.9,0.38,25,4,96,10,19
14705,444704,EPA056,2019-08-17,8,2.1,26.3,0.3,24,3,94,9,17
14706,453488,EPA057,2019-08-17,8,1,25.7,0.45,17,4,93,10,23
14707,462272,EPA058,2019-08-17,8,2.5,25.2,0.25,23,5,94,7,19
14708,471056,EPA059,2019-08-17,8,2,25.6,0.36,32,1,96,8,9.9
14709,488624,EPA060,2019-08-17,8,1,25.6,0.24,25,10,86,13,3.7
14710,497408,EPA061,2019-08-17,8,1,26,0.09,30,4,91,12,1.2
14711,506192,EPA062,2019-08-17,8,1.2,29.3,0.38,14,7,73,24,6.4
14712,514976,EPA063,2019-08-17,8,1.5,27.3,0.31,24,1,78,16,3.442857143
14713,523760,EPA064,2019-08-17,8,1.3,24.2,0.14,44,15,90,14,2.4
14714,532544,EPA065,2019-08-17,8,1.9,30.4,0.35,30,16,72,25,4.6
14715,541328,EPA066,2019-08-17,8,2.5,27.8,0.3,23,19,74,31,9.1
14716,550112,EPA067,2019-08-17,8,2.7,33.3,1.29,42,6,57,31,38
14717,558896,EPA068,2019-08-17,8,1.4,30.9,1.04,25,3,68,17,28
14718,567680,EPA069,2019-08-17,8,1.3,25.4,0.26,30,4,98,9,4.9
14719,585248,EPA070,2019-08-17,8,2.3,32,1.02,25,7,59,21,23
14720,594032,EPA071,2019-08-17,8,1,26.1,0.36,22,4,89,8,18
14721,602816,EPA072,2019-08-17,8,1.4,23.3,0.26,24,7,89,5,9.1
14722,611600,EPA075,2019-08-17,8,2.8,28.2,0.2,46,24,95,47,5
14723,620384,EPA077,2019-08-17,8,5.6,30.7,0.28,23,29,83,65,17
14724,629168,EPA078,2019-08-17,8,2.5,30.1,0.175,30,5,93,35,4.007459643
14725,646736,EPA080,2019-08-17,8,1.4,26.8,0.35,13,4,84,35,1.5
14726,5528,EPA001,2019-08-18,8,2.4,30.2,0.27,27,11,72,19,7.8
14727,102152,EPA002,2019-08-18,8,1.7,31.5,0.39,29,15,70,23,9.3
14728,198776,EPA003,2019-08-18,8,2.8,31.4,0.19,32,12,65,10,5
14729,295400,EPA004,2019-08-18,8,1.6,31,0.26,27,13,65,17,6.8
14730,392024,EPA005,2019-08-18,8,2.1,30.7,0.22,33,11,64,17,6.6
14731,479864,EPA006,2019-08-18,8,1.3,31.2,0.25,32,14,60,12,7.2
14732,576488,EPA007,2019-08-18,8,5.4,32,0.19,30,9,54,20,7.2
14733,637976,EPA008,2019-08-18,8,3.4,31.8,0.27,31,6,60,16,7.4
14734,673112,EPA009,2019-08-18,8,1.8,29.8,0.19,31,6,64,18,8.2
14735,14312,EPA010,2019-08-18,8,2.1,31.3,0.16,32,12,70,12,4.6
14736,23096,EPA011,2019-08-18,8,3.3,31.5,0.23,31,5,67,47,9.4
14737,31880,EPA012,2019-08-18,8,1.8,31.8,0.49,26,15,61,26,15
14738,40664,EPA013,2019-08-18,8,1.3,32,0.35,31,11,60,16,10
14739,49448,EPA014,2019-08-18,8,1.2,30,0.3,34,10,62,17,8.1
14740,58232,EPA015,2019-08-18,8,1.4,31.6,0.36,30,10,62,26,13
14741,75800,EPA017,2019-08-18,8,2.4,30.7,0.23,30,11,65,13,5.1
14742,84584,EPA018,2019-08-18,8,4.5,31.1,0.15,34,9,61,15,3.2
14743,93368,EPA019,2019-08-18,8,1,28,0.15,33,5,77,18,1.9
14744,110936,EPA020,2019-08-18,8,1.7,31,0.16,31,13,67,16,5.7
14745,119720,EPA021,2019-08-18,8,1.8,31,0.25,29,10,67,16,5.1
14746,128504,EPA022,2019-08-18,8,1.4,30.3,0.15,32,9.701149425,73,30,0.8
14747,137288,EPA023,2019-08-18,8,1.4,29.5,0.19,28,17,75,13,3.8
14748,146072,EPA024,2019-08-18,8,1.7,31.1,0.15,32,7,67,15,4.1
14749,154856,EPA025,2019-08-18,8,1,31.3,0.17,30,3,69,11,4.1
14750,163640,EPA026,2019-08-18,8,1,29.8,0.18,25,10,76,15,2
14751,172424,EPA027,2019-08-18,8,2.4,26.4,0.15,25,7,87,10,4.6
14752,181208,EPA028,2019-08-18,8,1.1,27.1,0.32,22,8,83,13,7.7
14753,189992,EPA029,2019-08-18,8,2,28.6,0.19,24,9,84,13,5.5
14754,207560,EPA030,2019-08-18,8,1.6,27.9,0.31,15,1,77,22,4.6
14755,216344,EPA031,2019-08-18,8,1.1,28.1,0.25,17,1,80,14,6
14756,225128,EPA032,2019-08-18,8,2,27.9,0.25,18,7,83,17,7.1
14757,233912,EPA033,2019-08-18,8,2.2,27.6,0.22,22,1,76,19,2.5
14758,242696,EPA034,2019-08-18,8,1,27.1,0.17,26,5,86,11,0.6
14759,251480,EPA035,2019-08-18,8,3,27.2,0.17,16,8,93,17,2.1
14760,260264,EPA036,2019-08-18,8,1.2,27.7,0.31,15,7,77,21,8.5
14761,269048,EPA037,2019-08-18,8,2.9,29.2,0.26,28,9,72,15,3.5
14762,277832,EPA038,2019-08-18,8,1.9,28.7,0.12,25,4,94,15,1.7
14763,286616,EPA039,2019-08-18,8,1.2,29.1,0.16,23,10,79,14,3.6
14764,304184,EPA040,2019-08-18,8,2.4,29,0.22,22,4,86,11,3.9
14765,312968,EPA041,2019-08-18,8,2,27,0.16,22,3,90,9,3.9
14766,321752,EPA042,2019-08-18,8,1,28.3,0.19,24,11,78,10,3.6
14767,330536,EPA043,2019-08-18,8,2.3,27.1,0.21,22,11,89,11,4.8
14768,339320,EPA044,2019-08-18,8,1.6,25.8,0.18,20,2,92,8,3.9
14769,348104,EPA045,2019-08-18,8,0.1,25.7,0.27,16,4,99,11,12
14770,356888,EPA046,2019-08-18,8,1.3,25.8,0.41,16,5,97,7,10
14771,365672,EPA047,2019-08-18,8,0.7,26.9,0.16,16,6,91,8,2.1
14772,374456,EPA048,2019-08-18,8,1.3,27.2,0.36,18,4,94,7,9.9
14773,383240,EPA049,2019-08-18,8,3.9,26,0.43,12,4,97,12,20
14774,400808,EPA050,2019-08-18,8,1.7,25.9,0.44,13,6,96,25,18
14775,409592,EPA051,2019-08-18,8,8.7,25.6,0.2,17,9,93,11,8.5
14776,418376,EPA052,2019-08-18,8,7.6,26.4,0.16,17,8,94,12,9.6
14777,427160,EPA053,2019-08-18,8,1.2,25.4,0.35,16,3,96,11,12
14778,435944,EPA054,2019-08-18,8,1.9,26.1,0.54,12,2,98,9,17
14779,444728,EPA056,2019-08-18,8,2.2,26.3,0.36,14,7,95,5,12
14780,453512,EPA057,2019-08-18,8,0.5,26.2,0.55,12,9,93,8,18
14781,462296,EPA058,2019-08-18,8,1.5,25.8,0.44,11,7,93,7,14
14782,471080,EPA059,2019-08-18,8,2.1,26.5,0.27,18,1,95,14,7.1
14783,488648,EPA060,2019-08-18,8,1.8,26.3,0.24,15,3,88,12,3.5
14784,497432,EPA061,2019-08-18,8,0.4,25,0.11,28,4,91,6,1.8
14785,506216,EPA062,2019-08-18,8,1.1,30.2,0.26,19,10,71,23,2.9
14786,515000,EPA063,2019-08-18,8,1.1,30,0.22,25,9,65,20,2.7
14787,523784,EPA064,2019-08-18,8,1.7,24.7,0.16,31,9,84,9,1.5
14788,532568,EPA065,2019-08-18,8,1.7,30.3,0.26,35,14,70,20,2.5
14789,541352,EPA066,2019-08-18,8,2.6,27.8,0.39,36,9,66,29,8.5
14790,550136,EPA067,2019-08-18,8,3.2,32.1,0.94,32,1,60,22,21
14791,558920,EPA068,2019-08-18,8,2.2,30.6,0.71,19,13,69,18,19
14792,567704,EPA069,2019-08-18,8,1.8,29.4,0.18,24,10,77,17,1.1
14793,585272,EPA070,2019-08-18,8,1.5,31.4,0.69,25,18,63,19,14
14794,594056,EPA071,2019-08-18,8,1.3,26.5,0.75,10,3,91,7,20
14795,602840,EPA072,2019-08-18,8,1.6,24.5,0.23,17,12,82,16,6.5
14796,611624,EPA075,2019-08-18,8,5.5,28.2,0.67,26,24,87,47,11
14797,620408,EPA077,2019-08-18,8,3,28.8,0.18,42,12,85,25,10
14798,629192,EPA078,2019-08-18,8,3.4,28.2,0.31,9.7,3,99,21,3.98584537
14799,646760,EPA080,2019-08-18,8,1.6,27.7,0.26,11,7,81,41,3.5
14800,5552,EPA001,2019-08-19,8,3,26.3,0.44,4.3,11,97,21,14
14801,102176,EPA002,2019-08-19,8,2.3,26.6,0.64,4.1,10,96,19,17
14802,198800,EPA003,2019-08-19,8,2.128571429,26.6,0.32,8.4,9,94,11,6.7
14803,295424,EPA004,2019-08-19,8,1.7,26.3,0.49,5.5,8,85,14,11
14804,392048,EPA005,2019-08-19,8,2.5,26.4,0.59,9.4,8,88,14,16
14805,479888,EPA006,2019-08-19,8,3,26.3,0.83,5,10,87,27,20
14806,576512,EPA007,2019-08-19,8,2.5,26.9,0.78,6.8,9,82,13,19
14807,638000,EPA008,2019-08-19,8,2.3,26.5,0.84,6,6,87,20,18
14808,673136,EPA009,2019-08-19,8,1.6,24.9,0.49,9.9,9,91,14,20
14809,14336,EPA010,2019-08-19,8,1.7,26.2,0.45,13,14,99,15,14
14810,23120,EPA011,2019-08-19,8,2.3,26.4,0.47,6.6,3,93,11,18
14811,31904,EPA012,2019-08-19,8,2.2,26.6,0.93,4,4,93,17,20
14812,40688,EPA013,2019-08-19,8,2.4,27.4,0.66,2.3,4,88,17,17
14813,49472,EPA014,2019-08-19,8,2,25.6,0.6,4.4,8,88,15,15
14814,58256,EPA015,2019-08-19,8,2.1,26.3,0.68,4,1,92,22,16
14815,75824,EPA017,2019-08-19,8,4.3,25.8,0.6,9.6,6,91,14,15
14816,84608,EPA018,2019-08-19,8,3.3,26.4,0.44,13,4,93,10,16
14817,93392,EPA019,2019-08-19,8,3.3,24.3,0.32,18,7,94,12,12
14818,110960,EPA020,2019-08-19,8,1.9,25.8,0.46,16,8,91,12,13
14819,119744,EPA021,2019-08-19,8,2.3,26.1,0.39,14,1,95,10,11
14820,128528,EPA022,2019-08-19,8,1.5,26.5,0.3,24,8.597701149,85,13,11
14821,137312,EPA023,2019-08-19,8,2,25.2,0.27,19,11,96,12,7.3
14822,146096,EPA024,2019-08-19,8,1,27.7,0.35,26,4,81,9,8.2
14823,154880,EPA025,2019-08-19,8,0.1,27,0.26,23,1,93,10,7
14824,163664,EPA026,2019-08-19,8,1.3,27.4,0.52,14,8,88,7,9.9
14825,172448,EPA027,2019-08-19,8,1.7,26,0.15,20,3,89,6,1
14826,181232,EPA028,2019-08-19,8,0,27.8,0.15,20,9,75,4,4
14827,190016,EPA029,2019-08-19,8,1.9,25.7,0.43,14,3,84,5,13
14828,207584,EPA030,2019-08-19,8,3.9,27.4,0.5,9.6,8,81,14,12
14829,216368,EPA031,2019-08-19,8,2.4,27.7,0.57,15,4,82,9,15
14830,225152,EPA032,2019-08-19,8,1.2,27.7,0.44,13,1,87,10,15
14831,233936,EPA033,2019-08-19,8,2.8,27.8,0.27,16,9,77,10,5.6
14832,242720,EPA034,2019-08-19,8,1.2,26.9,0.25,14,1,87,14,7.5
14833,251504,EPA035,2019-08-19,8,3.3,26.6,0.19,11,10,94,14,4.3
14834,260288,EPA036,2019-08-19,8,3.1,26.8,0.37,12,2,87,14,7.4
14835,269072,EPA037,2019-08-19,8,2.2,28.1,0.32,18,8,75,10,5.1
14836,277856,EPA038,2019-08-19,8,1.5,26.7,0.27,11,5,94,13,9.4
14837,286640,EPA039,2019-08-19,8,2,26.8,0.21,15,6,87,11,5.9
14838,304208,EPA040,2019-08-19,8,1.4,28,0.19,23,1,87,10,2.861904762
14839,312992,EPA041,2019-08-19,8,2.1,26.1,0.11,22,3,90,11,5.3
14840,321776,EPA042,2019-08-19,8,1.5,25.9,0.25,14,3,90,14,9.4
14841,330560,EPA043,2019-08-19,8,1.7,25.9,0.2,20,4,90,1,5.9
14842,339344,EPA044,2019-08-19,8,1.9,25.3,0.26,16,2,91,6,14
14843,348128,EPA045,2019-08-19,8,1.5,25,0.69,12,9,99,9,21
14844,356912,EPA046,2019-08-19,8,1.5,24.9,0.55,15,1,97,7,14
14845,365696,EPA047,2019-08-19,8,1,26.1,0.23,6.9,5,91,11,4.2
14846,374480,EPA048,2019-08-19,8,1.7,26.4,0.6,5.9,5,94,7,20
14847,383264,EPA049,2019-08-19,8,6.2,25.1,0.79,2.7,2,97,11,19
14848,400832,EPA050,2019-08-19,8,3.9,25.1,0.93,2.4,2,96,11,19
14849,409616,EPA051,2019-08-19,8,3.9,25.2,0.38,4.6,13,93,14,15
14850,418400,EPA052,2019-08-19,8,1.4,26.1,0.26,12,10,95,25,8.6
14851,427184,EPA053,2019-08-19,8,3.5,24.5,0.68,2,9,97,13,22
14852,435968,EPA054,2019-08-19,8,5.1,25.4,0.89,1.9,3,99,9,22
14853,444752,EPA056,2019-08-19,8,3.9,26.1,1.12,1.4,3,95,8,24
14854,453536,EPA057,2019-08-19,8,3.9,25.7,1.46,0.8,10,95,11,24
14855,462320,EPA058,2019-08-19,8,3,25.4,0.91,2.5,5,93,8,19
14856,471104,EPA059,2019-08-19,8,2.2,25.7,0.42,12,3,95,13,11
14857,488672,EPA060,2019-08-19,8,1.6,26.1,0.22,12,8,86,13,3.3
14858,497456,EPA061,2019-08-19,8,1.2,26.3,0.12,32,7,91,8,0.9
14859,506240,EPA062,2019-08-19,8,1.1,29.1,0.35,21,8,75,22,6.425
14860,515024,EPA063,2019-08-19,8,0.9,27.3,0.25,23,1,75,13,4.3
14861,523808,EPA064,2019-08-19,8,2,21.2,0.15,42,5,95,8,0.3
14862,532592,EPA065,2019-08-19,8,2.1,25.8,0.31,16,12,90,12,8.3
14863,541376,EPA066,2019-08-19,8,1.5,24.5,0.26,15,9,89,24,8.3
14864,550160,EPA067,2019-08-19,8,4.1,27.1,1.81,26,5,87,16,26
14865,558944,EPA068,2019-08-19,8,2.2,26.2,2.3,4.3,3,92,12,25
14866,567728,EPA069,2019-08-19,8,2.5,26.4,0.2,12,1,94,15,2.5
14867,585296,EPA070,2019-08-19,8,2.4,25.3,1.57,4.6,10,86,17,14
14868,594080,EPA071,2019-08-19,8,4,26,1.61,1.4,8,91,10,23
14869,602864,EPA072,2019-08-19,8,2.4,24.3,0.3,14,7,86,7,8.2
14870,611648,EPA075,2019-08-19,8,1.8,27.1,0.15,31,4,92,13,4.7
14871,620432,EPA077,2019-08-19,8,4.2,29.2,0.35,40,31,85,38,10
14872,629216,EPA078,2019-08-19,8,3.1,27.7,0.24,18,2,100,15,3.964231096
14873,646784,EPA080,2019-08-19,8,1.2,26.4,0.31,22,3,84,29,2.3
14874,5576,EPA001,2019-08-20,8,3.3,28.7,0.32,30,18,82,27,10
14875,102200,EPA002,2019-08-20,8,3,29.5,0.76,19,32,81,43,24
14876,198824,EPA003,2019-08-20,8,3.7,29.3,0.19,42,11,80,17,2.6
14877,295448,EPA004,2019-08-20,8,1.3,27.6,0.51,21,20,71,31,11
14878,392072,EPA005,2019-08-20,8,1.9,27.6,0.9,15,23,74,34,25
14879,479912,EPA006,2019-08-20,8,3.6,27.7,0.93,17,19,68,38,28
14880,576536,EPA007,2019-08-20,8,2.2,28.4,0.74,27,19,65,34,21
14881,638024,EPA008,2019-08-20,8,2.1,28.6,0.99,25,22,68,40,27
14882,673160,EPA009,2019-08-20,8,2.9,28.5,0.29,34,16,72,22,11
14883,14360,EPA010,2019-08-20,8,3.4,29.3,0.41,31,18,79,28,9.8
14884,23144,EPA011,2019-08-20,8,2.5,28,0.61,30,25,77,37,18
14885,31928,EPA012,2019-08-20,8,2.4,28.7,1.33,14,20,72,38,0.4
14886,40712,EPA013,2019-08-20,8,1.2,29.3,0.91,19,16,70,38,25
14887,49496,EPA014,2019-08-20,8,1.8,27,0.73,23,23,74,32,15.1
14888,58280,EPA015,2019-08-20,8,2.5,28.2,0.76,20,27,77,47,21.5
14889,75848,EPA017,2019-08-20,8,6.4,28.1,0.69,30,22,77,32,16
14890,84632,EPA018,2019-08-20,8,4.9,29.1,0.33,32,18,68,27,18
14891,93416,EPA019,2019-08-20,8,3.8,26.1,0.3,36,21,80,30,14
14892,110984,EPA020,2019-08-20,8,5.6,27.6,0.77,26,12,78,37,23
14893,119768,EPA021,2019-08-20,8,2.1,27.3,0.47,20,6,81,31,11
14894,128552,EPA022,2019-08-20,8,2.2,28.6,0.35,31,7.494252874,76,27,13
14895,137336,EPA023,2019-08-20,8,1.8,27.2,0.3,19,9,90,16,4.9
14896,146120,EPA024,2019-08-20,8,1.3,28.4,0.51,16,1,74,20,14
14897,154904,EPA025,2019-08-20,8,0.4,27.6,0.4,16,3,93,10,11
14898,163688,EPA026,2019-08-20,8,2.8,27.9,0.41,18,4,82,13,11
14899,172472,EPA027,2019-08-20,8,2.9,26.3,0.19,17,3,84,9,6.1
14900,181256,EPA028,2019-08-20,8,3.5,27.2,0.63,21,18,79,14,13
14901,190040,EPA029,2019-08-20,8,3.7,27.4,0.42,15,9,85,16,16
14902,207608,EPA030,2019-08-20,8,3.2,27.9,0.41,12,3,74,19,8.8
14903,216392,EPA031,2019-08-20,8,2.4,28.3,0.42,16,19,78,13,12
14904,225176,EPA032,2019-08-20,8,2.4,28.1,0.43,14,10,82,20,15
14905,233960,EPA033,2019-08-20,8,3.2,27.9,0.25,21,1,75,10,3.3
14906,242744,EPA034,2019-08-20,8,3.3,28.3,0.49,35,14,79,29,15
14907,251528,EPA035,2019-08-20,8,5.2,28.4,0.27,21,8,86,49,6.9
14908,260312,EPA036,2019-08-20,8,1.9,27,0.33,16,2,81,16,7
14909,269096,EPA037,2019-08-20,8,2.4,27.6,0.35,21,5,77,17,8.1
14910,277880,EPA038,2019-08-20,8,2.9,27.5,0.26,15,9,94,23,6.4
14911,286664,EPA039,2019-08-20,8,4.1,28.3,0.34,16,11,80,20,11
14912,304232,EPA040,2019-08-20,8,2.8,29.5,0.33,19,9,80,21,3.159047619
14913,313016,EPA041,2019-08-20,8,3.3,27.9,0.24,19,16,80,25,5.7
14914,321800,EPA042,2019-08-20,8,1.9,27.7,0.38,21,1,80,16,8.1
14915,330584,EPA043,2019-08-20,8,1.9,28.6,0.4,20,10,80,17,8.9
14916,339368,EPA044,2019-08-20,8,5.3,26.8,0.24,13,1,88,16,6.6
14917,348152,EPA045,2019-08-20,8,2,27,0.46,12,15,89,15,14
14918,356936,EPA046,2019-08-20,8,3,26.9,0.83,16,7,89,13,19
14919,365720,EPA047,2019-08-20,8,1.4,29.6,0.22,19,4,77,12,2.8
14920,374504,EPA048,2019-08-20,8,4.6,28.5,0.31,25,14,88,22,13
14921,383288,EPA049,2019-08-20,8,5.9,27.5,0.29,25,1,90,14,9.2
14922,400856,EPA050,2019-08-20,8,1.9,27.2,0.41,17,2,85,11,8.3
14923,409640,EPA051,2019-08-20,8,2.3,26.2,0.2,12,10,93,17,6.6
14924,418424,EPA052,2019-08-20,8,1.5,26.5,0.21,16,6,91,22,5.5
14925,427208,EPA053,2019-08-20,8,3.1,26.6,0.37,18,5,92,14,13
14926,435992,EPA054,2019-08-20,8,6.7,27.5,0.52,18,6,92,20,16
14927,444776,EPA056,2019-08-20,8,4.1,27.3,0.61,16,13,88,19,17
14928,453560,EPA057,2019-08-20,8,3.3,26.9,0.85,12,3,89,14,18
14929,462344,EPA058,2019-08-20,8,2.9,27.1,0.5,11,4,84,16,15
14930,471128,EPA059,2019-08-20,8,1.1,27.7,0.36,21,8,85,14,5.3
14931,488696,EPA060,2019-08-20,8,1.2,27.2,0.12,23,4,80,7,1
