,rand_index,SITE ID,datetime,hour,二氧化硫,溫度,一氧化碳,臭氧,細懸浮微粒,相對濕度,懸浮微粒,二氧化氮
14284,198632,EPA003,2019-08-12,8,3.122222222,32.6,0.21,37,8,64,11,4
14285,295256,EPA004,2019-08-12,8,1.9,29.5,0.51,7.7,9,73,28,13
14286,391880,EPA005,2019-08-12,8,2.2,29.9,0.52,13,12,71,24,13.5
14287,479720,EPA006,2019-08-12,8,3.1,30.1,0.66,16,15,67,23,19
14288,576344,EPA007,2019-08-12,8,5.3,31.4,0.45,27,11,58,19,13
14289,637832,EPA008,2019-08-12,8,3.7,30.7,0.63,19,10,66,21,18
14290,672968,EPA009,2019-08-12,8,2.4,29.1,0.29,26,9,69,17,17
14291,14168,EPA010,2019-08-12,8,2,30.6,0.26,30,14,74,10,8.6
14292,22952,EPA011,2019-08-12,8,1.5,30.7,0.49,21,16,71,20,18
14293,31736,EPA012,2019-08-12,8,2.6,30.6,1.21,13,12,68,21,24
14294,40520,EPA013,2019-08-12,8,2.7,30.5,0.59,14,10,68,25,19
14295,49304,EPA014,2019-08-12,8,1.9,29,0.78,8.5,14,70,25,17
14296,58088,EPA015,2019-08-12,8,2.7,30.5,0.73,11,12,68,26,22
14297,75656,EPA017,2019-08-12,8,2.15,29.7,0.34,30,10,68,11,11
14298,84440,EPA018,2019-08-12,8,3.4,30.9,0.22,38,8,61,13,5.5
14299,93224,EPA019,2019-08-12,8,0.775,27.5,0.07,35,13,72,19,3.4
14300,110792,EPA020,2019-08-12,8,1.8,31,0.24,30,19,68,16,14
14301,119576,EPA021,2019-08-12,8,2,30.8,0.3,32,7,68,12,7.2
14302,128360,EPA022,2019-08-12,8,2.4,30.6,0.24,30,10,70,22,8.6
14303,137144,EPA023,2019-08-12,8,0.4,28.7,0.27,28,5,83,11,3.5
14304,145928,EPA024,2019-08-12,8,1.7,30.1,0.34,30,8,71,14,6.2
14305,154712,EPA025,2019-08-12,8,0.4,28.1,0.29,28,1,83,7,7.6
14306,163496,EPA026,2019-08-12,8,2.1,28,0.25,23,4,86,7,5.9
14307,172280,EPA027,2019-08-12,8,1.4,24.4,0.13,29,3,97,15,1.7
14308,181064,EPA028,2019-08-12,8,1.9,24.9,0.2,31,4,86,11,4.3
14309,189848,EPA029,2019-08-12,8,1.2,26.9,0.21,19,6.105263158,87,6,11
14310,207416,EPA030,2019-08-12,8,2,25.1,0.44,11,10,90,11,13
14311,216200,EPA031,2019-08-12,8,2.5,24.8,0.36,18,6,96,7,12
14312,224984,EPA032,2019-08-12,8,1.2,25.3,0.32,18,6,97.88888889,7,12
14313,233768,EPA033,2019-08-12,8,1.3,25.8,0.45,7.2,9,87,15,11
14314,242552,EPA034,2019-08-12,8,1.2,26.5,0.27,14,8,92,12,7.5
14315,251336,EPA035,2019-08-12,8,2.2,28.3,0.14,17,7,94,26,4.1
14316,260120,EPA036,2019-08-12,8,1.6,26.4,0.49,8.8,4,85,17,12
14317,268904,EPA037,2019-08-12,8,1.5,29.2,0.25,22,13,80,21,3.8
14318,277688,EPA038,2019-08-12,8,1.3,29.9,0.16,20,11,94,22,4.1
14319,286472,EPA039,2019-08-12,8,1.1,29.9,0.19,18,8,85,29,4.4
14320,304040,EPA040,2019-08-12,8,1,30.6,0.26,19,2,82,34,4.1
14321,312824,EPA041,2019-08-12,8,0.5,30.1,0.1,25,10,81,25,3.7
14322,321608,EPA042,2019-08-12,8,2,29.1,0.21,20,15,86,29,5
14323,330392,EPA043,2019-08-12,8,1.9,29.9,0.35,18,20,85,35,6
14324,339176,EPA044,2019-08-12,8,1.6,27.9,0.16,23,10,85,12,2.4
14325,347960,EPA045,2019-08-12,8,1.2,29.9,0.21,24,13,84,26,3.3
14326,356744,EPA046,2019-08-12,8,2.1,29.9,0.21,22,2,84,27,4.2
14327,365528,EPA047,2019-08-12,8,1,25.8,0.24,17,5,94,8,4.4
14328,374312,EPA048,2019-08-12,8,1.5,28.9,0.24,21,8,84,13,6.9
14329,383096,EPA049,2019-08-12,8,2.1,28,0.34,14,3,90,25,12
14330,400664,EPA050,2019-08-12,8,2.4,28,0.49,14,2,87,41,17
14331,409448,EPA051,2019-08-12,8,2.3,27.9,0.26,20,12,86,17,13
14332,418232,EPA052,2019-08-12,8,2.3,28.2,0.23,24,10,88,17,5.5
14333,427016,EPA053,2019-08-12,8,1.4,27.2,0.34,14,9,91,22,13
14334,435800,EPA054,2019-08-12,8,4.6,29.3,0.63,8.8,6,86,34,22
14335,444584,EPA056,2019-08-12,8,1.8,29.4,0.81,9,11,85,34,18
14336,453368,EPA057,2019-08-12,8,1.5,28.7,0.94,9.8,6,85,20,21
14337,462152,EPA058,2019-08-12,8,2.3,28.6,0.39,15,6,77,15,12
14338,470936,EPA059,2019-08-12,8,1.6,26.9,0.31,26,5,93,10,7.5
14339,488504,EPA060,2019-08-12,8,1.6,27.8,0.18,20,6,84,12,2.1
14340,497288,EPA061,2019-08-12,8,1,28.9,0.09,28,9,90,26,1.7
14341,506072,EPA062,2019-08-12,8,1.3,32.2,0.38,21,8,64,26,6.8
14342,514856,EPA063,2019-08-12,8,1.4,30.2,0.36,15,13,65,31,9.4
14343,523640,EPA064,2019-08-12,8,1.7,24.4,0.16,37,12,85,14,1.7
14344,532424,EPA065,2019-08-12,8,1.7,30.2,0.38,19,12,73,24,5.2
14345,541208,EPA066,2019-08-12,8,2.9,28.6,0.4,16,15,77,38,15
14346,549992,EPA067,2019-08-12,8,4.7,31.3,1.61,30,11,65,27,34
14347,558776,EPA068,2019-08-12,8,2.6,31,1.47,15,22.36363636,68,17,28
14348,567560,EPA069,2019-08-12,8,2.137168142,27.5,0.22,20,5,88,12,4.3
14349,585128,EPA070,2019-08-12,8,3.1,30.4,2.67,5.9,18,71,29,23
14350,593912,EPA071,2019-08-12,8,3,28.8,0.88,11,8,81,10,19
14351,602696,EPA072,2019-08-12,8,1.5,23.7,0.35,8.8,10,89,12,9.1
14352,611480,EPA075,2019-08-12,8,3.4,28.6,0.34,23,21,89,52,14
14353,620264,EPA077,2019-08-12,8,3.2,30.6,0.39,25,25,81,54,12
14354,629048,EPA078,2019-08-12,8,3.2,29.6,0.17,20,1,96,29.31506849,4.115531011
14355,646616,EPA080,2019-08-12,8,1.6,30.2,0.38,18,6,68,15,1.8
14356,5408,EPA001,2019-08-13,8,3,31,0.52,23,20,72,39,19
14357,102032,EPA002,2019-08-13,8,3.1,32.2,0.81,24,23,70,48,26
14358,198656,EPA003,2019-08-13,8,2.4,30.2,0.35,30,24,77,135,9.9
14359,295280,EPA004,2019-08-13,8,2,30.7,0.44,24,14,67,35,14
14360,391904,EPA005,2019-08-13,8,5.5,30.7,0.91,29,27,71,43,28
14361,479744,EPA006,2019-08-13,8,6.6,31.1,0.86,36,25,67,40,27
14362,576368,EPA007,2019-08-13,8,6.3,32,0.58,35,23,61,34,20
14363,637856,EPA008,2019-08-13,8,4.3,31.4,0.93,31,21,67,42,29
14364,672992,EPA009,2019-08-13,8,5,29.4,0.36,29,12,70,31,15
14365,14192,EPA010,2019-08-13,8,3.4,31.3,0.51,29,24,80,39,15
14366,22976,EPA011,2019-08-13,8,3.5,31.5,0.54,29,26,72,43,21
14367,31760,EPA012,2019-08-13,8,2,31.1,1.04,29,10,69,36,28
14368,40544,EPA013,2019-08-13,8,2.7,31.5,0.81,32,17,67,37,22
14369,49328,EPA014,2019-08-13,8,2.1,29.9,0.69,28,15,65,32,21
14370,58112,EPA015,2019-08-13,8,2,31.3,0.8,19,17,67,37,26
14371,75680,EPA017,2019-08-13,8,3.7,29.9,0.5,27,29,69,26,15
14372,84464,EPA018,2019-08-13,8,3.2,30.6,0.27,30,16,65,22,7.7
14373,93248,EPA019,2019-08-13,8,0.5,26.2,0.14,20,17,80,28,9.7
14374,110816,EPA020,2019-08-13,8,2.1,30.6,0.43,23,17,71,30,17
14375,119600,EPA021,2019-08-13,8,1.2,31.1,0.41,24,10,69,19,9.2
14376,128384,EPA022,2019-08-13,8,3.2,29.6,0.36,14,15.2183908,75,30,15
14377,137168,EPA023,2019-08-13,8,1.2,28.5,0.32,18,14,82,21,5
14378,145952,EPA024,2019-08-13,8,3.1,30.7,0.44,20,13,69,22,11
14379,154736,EPA025,2019-08-13,8,2.9,29.7,0.31,27,10,75,24,13
14380,163520,EPA026,2019-08-13,8,1.3,27.6,0.37,21,11,89,7,9
14381,172304,EPA027,2019-08-13,8,1.6,24.4,0.15,26,5,100,12,2
14382,181088,EPA028,2019-08-13,8,2.5,24.9,0.42,14,5,88,14,13
14383,189872,EPA029,2019-08-13,8,2,28.9,0.36,24,8,94,6,16
14384,207440,EPA030,2019-08-13,8,2.6,25.7,0.62,6.3,14,91,10,22
14385,216224,EPA031,2019-08-13,8,1.3,25.1,0.56,13,17,97,10,18
14386,225008,EPA032,2019-08-13,8,0.4,25.5,0.47,9.9,1,96.5,10,23
14387,233792,EPA033,2019-08-13,8,0.9,24.8,0.32,26,1,87,6,7
14388,242576,EPA034,2019-08-13,8,0.6,25.3,0.26,35,2,93,7,5.8
14389,251360,EPA035,2019-08-13,8,2.2,25.1,0.13,41,4,98,6,2.2
14390,260144,EPA036,2019-08-13,8,0.7,25.1,0.41,14,9,90,12,11
14391,268928,EPA037,2019-08-13,8,0.9,25.2,0.28,30,3,94,4,11
14392,277712,EPA038,2019-08-13,8,0.8,24.4,0.15,50,3,94,5,2.9
14393,286496,EPA039,2019-08-13,8,1.6,25.3,0.21,40,6,95,7,6.4
14394,304064,EPA040,2019-08-13,8,1.2,25.9,0.26,31,1,97,10,8.8
14395,312848,EPA041,2019-08-13,8,1.6,25.3,0.15,45,1,92,7,3.6
14396,321632,EPA042,2019-08-13,8,1,24.8,0.33,30,1,95,3,9.6
14397,330416,EPA043,2019-08-13,8,1.6,25.8,0.21,34,5,91,5,5.7
14398,339200,EPA044,2019-08-13,8,0.5,24.9,0.14,36,1,92,7,4.1
14399,347984,EPA045,2019-08-13,8,1.6,25.6,0.28,18,1,99,9,18
14400,356768,EPA046,2019-08-13,8,1.1,25.6,0.32,22,4.685714286,98,5,10
14401,365552,EPA047,2019-08-13,8,0.5,26.2,0.26,16,4,95,2,5.4
14402,374336,EPA048,2019-08-13,8,1.4,26.7,0.24,20,1,94,6,11
14403,383120,EPA049,2019-08-13,8,2.4,25.6,0.26,19,4,97,13,14
14404,400688,EPA050,2019-08-13,8,1.7,25.5,0.53,18,8,96,6,20
14405,409472,EPA051,2019-08-13,8,3,25.1,0.21,19,8,93,4,13
14406,418256,EPA052,2019-08-13,8,3.68,25.6,0.16,33,4,96,9,4.7
14407,427040,EPA053,2019-08-13,8,1,24.8,0.26,20,7,97,8,11
14408,435824,EPA054,2019-08-13,8,2.1,26,0.46,18,1,97,5,19
14409,444608,EPA056,2019-08-13,8,1.1,26.2,0.58,17,2,95,6,18
14410,453392,EPA057,2019-08-13,8,1.1,26,0.74,17,1,93,6,20
14411,462176,EPA058,2019-08-13,8,1.5,25.6,0.37,19,1,89,5,17.5
14412,470960,EPA059,2019-08-13,8,2.7,25.7,0.47,24,4,97,7,12
14413,488528,EPA060,2019-08-13,8,1.1,25.2,0.14,33,9,88,2,3.3
14414,497312,EPA061,2019-08-13,8,1.4,26.1,0.1,35,7,91,21,1.6
14415,506096,EPA062,2019-08-13,8,1,31.1,0.44,27,12,74,31,5
14416,514880,EPA063,2019-08-13,8,2.9,30.3,0.24,21,17,68,31,5
14417,523664,EPA064,2019-08-13,8,0.9,25.5,0.15,37,12,84,15,1.9
14418,532448,EPA065,2019-08-13,8,2.2,30.8,0.28,33,13,73,32,5.2
14419,541232,EPA066,2019-08-13,8,1.6,30.3,0.24,29,12,66,29,7.6
14420,550016,EPA067,2019-08-13,8,4.2,31.5,1.74,20,14,67,46,44
14421,558800,EPA068,2019-08-13,8,2.6,30.7,1.75,13,21.17355372,71,30,27
14422,567584,EPA069,2019-08-13,8,2.455752212,24.6,0.27,18,5,99,11,6.9
14423,585152,EPA070,2019-08-13,8,2.9,31.4,2.25,15,17,65,36,33
14424,593936,EPA071,2019-08-13,8,1.9,26.2,0.66,20,1,90,2,17
14425,602720,EPA072,2019-08-13,8,1.9,23.9,0.36,7.2,12,87,22,9.5
14426,611504,EPA075,2019-08-13,8,1.7,28.7,0.22,41,18,95,42,5.4
14427,620288,EPA077,2019-08-13,8,4.2,31.9,0.29,32,27,78,58,11
14428,629072,EPA078,2019-08-13,8,1.5,27.9,0.24,36,1,98,17.47945205,4.093916737
14429,646640,EPA080,2019-08-13,8,1.4,30.5,0.28,28,10,70,18,2.5
14430,5432,EPA001,2019-08-14,8,3.4,30.9,0.4,27,14,70,30,16
14431,102056,EPA002,2019-08-14,8,3.6,31.8,0.64,30,18,67,33,21
14432,198680,EPA003,2019-08-14,8,3,32,0.19,40,14,67,25,3.2
14433,295304,EPA004,2019-08-14,8,1.9,30.3,0.27,32,9,65,16,11
14434,391928,EPA005,2019-08-14,8,4,30.4,0.38,32,19,65,21,13
14435,479768,EPA006,2019-08-14,8,2.7,30.5,0.43,30,17,62,21,16
14436,576392,EPA007,2019-08-14,8,4.8,31.6,0.47,29,11,57,28,18
14437,637880,EPA008,2019-08-14,8,4.3,31.2,0.68,28,15,64,30,21
14438,673016,EPA009,2019-08-14,8,2.2,28.8,0.22,36,6,73,20,8.1
14439,14216,EPA010,2019-08-14,8,2.4,31.1,0.19,36,15,74,18,6.7
14440,23000,EPA011,2019-08-14,8,3.3,30.8,0.46,28,18,75,31,18
14441,31784,EPA012,2019-08-14,8,4.6,31.3,1.18,24,7,66,26,10.33333333
14442,40568,EPA013,2019-08-14,8,3.2,32.1,0.63,29,6,61,20,19
14443,49352,EPA014,2019-08-14,8,1.7,29.9,0.49,32,11,61,23,18
14444,58136,EPA015,2019-08-14,8,3.4,31,0.7,24,12,65,30,26
14445,75704,EPA017,2019-08-14,8,1.1,29.9,0.36,32,12,69,18,9.1
14446,84488,EPA018,2019-08-14,8,3,30.2,0.2,39,6,66,14,6.3
14447,93272,EPA019,2019-08-14,8,1,26.3,0.1,37,10,80,17,6.588888889
14448,110840,EPA020,2019-08-14,8,2,30.4,0.26,29,16,72,24,16
14449,119624,EPA021,2019-08-14,8,1,30.5,0.35,33,12,71,19,8
14450,128408,EPA022,2019-08-14,8,2,30,0.2,34,14.11494253,75,42,6.2
14451,137192,EPA023,2019-08-14,8,2.3,28.6,0.3,31,11,76,23,6.8
14452,145976,EPA024,2019-08-14,8,1.6,31.5,0.33,33,9,67,15,7.5
14453,154760,EPA025,2019-08-14,8,0.7,31.1,0.29,35,8,70,24,6.4
14454,163544,EPA026,2019-08-14,8,1.6,30.8,0.29,30,12,70,11,6
14455,172328,EPA027,2019-08-14,8,1.9,26.3,0.19,29,11,89,11,2.6
14456,181112,EPA028,2019-08-14,8,1,27.8,0.23,31,7,72,14,5.8
14457,189896,EPA029,2019-08-14,8,2,25.9,0.28,23,11,87,16,12
14458,207464,EPA030,2019-08-14,8,2.1,27.9,0.58,14,8,79,23,13
14459,216248,EPA031,2019-08-14,8,1.9,27.7,0.78,17,9,83,19,18
14460,225032,EPA032,2019-08-14,8,2.5,27.4,0.57,13,11,94,20,22
14461,233816,EPA033,2019-08-14,8,3.5,27.8,0.42,24,1,81,19,7.8
14462,242600,EPA034,2019-08-14,8,2,28.1,0.33,28,12.25,83,17,6.6
14463,251384,EPA035,2019-08-14,8,1.8,28.3,0.23,23,8,89,20,7.2
14464,260168,EPA036,2019-08-14,8,2,28.5,0.33,18,13,80,21,3.4
14465,268952,EPA037,2019-08-14,8,1,30.1,0.37,32,14,70,18,7
14466,277736,EPA038,2019-08-14,8,2.8,29.9,0.21,31,9,92,23,5.1
14467,286520,EPA039,2019-08-14,8,1.8,30.4,0.43,31,12,74,20,8.1
14468,304088,EPA040,2019-08-14,8,1.9,30.2,0.28,30,6,76,14,4.7
14469,312872,EPA041,2019-08-14,8,1.6,29.4,0.14,34,5,79,14,3.1
14470,321656,EPA042,2019-08-14,8,1.1,29.5,0.34,29,13,76,16,2.85
14471,330440,EPA043,2019-08-14,8,1.7,30.3,0.32,28,10,78,12,5.9
14472,339224,EPA044,2019-08-14,8,1.1,28.6,0.15,26,1,83,11,2.2
14473,348008,EPA045,2019-08-14,8,2.2,29,0.4,27,13,82,21,12
14474,356792,EPA046,2019-08-14,8,2.2,28,0.37,23,8.8,86,18,8.7
14475,365576,EPA047,2019-08-14,8,1.2,28.1,0.24,24,7,88,12,4.6
14476,374360,EPA048,2019-08-14,8,1.5,27.6,0.41,14,8,93,11,17
14477,383144,EPA049,2019-08-14,8,3.7,27,0.77,11,2,94,23,31
14478,400712,EPA050,2019-08-14,8,1.9,26.9,1.03,14,7,96,35,28
14479,409496,EPA051,2019-08-14,8,3.9,26.5,0.38,14,10,93,19,20
14480,418280,EPA052,2019-08-14,8,4.1,26.9,0.38,21,12,92,25,14
14481,427064,EPA053,2019-08-14,8,1.5,25.9,0.61,7.1,12,95,13,26
14482,435848,EPA054,2019-08-14,8,2.9,27.1,0.76,18,7,96,21,26
14483,444632,EPA056,2019-08-14,8,2.8,27,0.81,11,3,94,18,24
14484,453416,EPA057,2019-08-14,8,2.3,26.9,1.09,7.4,9,93,17,28
14485,462200,EPA058,2019-08-14,8,2.3,26.6,0.64,8.5,7,87,15,21.5
14486,470984,EPA059,2019-08-14,8,0.6,27.5,0.39,23,7,90,16,9.7
14487,488552,EPA060,2019-08-14,8,2.4,27.1,0.24,23,12,85,14,4
14488,497336,EPA061,2019-08-14,8,1.6,26.4,0.13,33,7,91,8,2.5
14489,506120,EPA062,2019-08-14,8,1.1,30.7,0.39,24,19,73,51,4.4
14490,514904,EPA063,2019-08-14,8,1.4,30.8,0.23,28,22,60,24,4.3
14491,523688,EPA064,2019-08-14,8,1.6,22.6,0.13,33,12,97,11,2.5
14492,532472,EPA065,2019-08-14,8,2.8,30.1,0.29,41,16,77,32,2.2
14493,541256,EPA066,2019-08-14,8,2.2,28.8,0.29,41,19,72,43,5.6
14494,550040,EPA067,2019-08-14,8,6.2,31.8,1.99,33,18,63,30,45
14495,558824,EPA068,2019-08-14,8,3.3,30.5,1.34,17,19.98347107,73,24,28
14496,567608,EPA069,2019-08-14,8,2.774336283,28.3,0.24,21,5,85,22,6.2
14497,585176,EPA070,2019-08-14,8,2.6,31.6,2.2,18,17,61,31,31
14498,593960,EPA071,2019-08-14,8,3,27.2,0.94,11,7,89,11,28
14499,602744,EPA072,2019-08-14,8,2.6,25.9,0.33,17,16,78,21,8.9
14500,611528,EPA075,2019-08-14,8,2.8,28.9,0.22,47,28,94,41,5.6
14501,620312,EPA077,2019-08-14,8,2.2,30.3,0.24,32,25,86,52,8.2
14502,629096,EPA078,2019-08-14,8,3,29.1,0.22,22,5,96,34,4.072302464
14503,646664,EPA080,2019-08-14,8,1.4,30.4,0.29,21,10,69,29,3.4
14504,5456,EPA001,2019-08-15,8,2.1,31.5,0.37,25,11,68,25,12
14505,102080,EPA002,2019-08-15,8,3.1,32.2,0.63,18,20,69,31,19
14506,198704,EPA003,2019-08-15,8,2.8,32.3,0.24,39,13,61,12,7.1
14507,295328,EPA004,2019-08-15,8,1.5,31,0.33,23,18,66,22,9.7
14508,391952,EPA005,2019-08-15,8,3,30.9,0.39,25,11,64,21,13
14509,479792,EPA006,2019-08-15,8,3.1,31.1,0.43,24,15,61,22,14
14510,576416,EPA007,2019-08-15,8,4.6,32.3,0.33,32,8,53,17,11
14511,637904,EPA008,2019-08-15,8,3.1,32.4,0.5,31,6,57,19,14
14512,673040,EPA009,2019-08-15,8,2.2,29.2,0.22,36,9,66,19,11
14513,14240,EPA010,2019-08-15,8,1.1,31.2,0.2,37,12.57142857,71,14,9
14514,23024,EPA011,2019-08-15,8,2.3,32.4,0.39,31,7,65,27,17
14515,31808,EPA012,2019-08-15,8,3.1,32.4,1.2,21,13,59,57,25
14516,40592,EPA013,2019-08-15,8,2.5,32.9,0.56,26,10,58,19,16
14517,49376,EPA014,2019-08-15,8,2.7,30.7,0.53,24,12,60,22,17
14518,58160,EPA015,2019-08-15,8,3.6,32,0.62,18,10,62,25,24
14519,75728,EPA017,2019-08-15,8,2.2,30.1,0.37,33,17,64,18,11
14520,84512,EPA018,2019-08-15,8,3.5,30.1,0.21,40,17,63,13,6.3
14521,93296,EPA019,2019-08-15,8,1.3,26.6,0.07,40,9,75,15,3.477777778
14522,110864,EPA020,2019-08-15,8,1.7,30.2,0.26,26,14,69,24,21
14523,119648,EPA021,2019-08-15,8,1.8,30.1,0.36,27,1,72,18,8.2
14524,128432,EPA022,2019-08-15,8,1.5,30.3,0.21,40,13.01149425,70,29,7.4
14525,137216,EPA023,2019-08-15,8,2.5,28.9,0.31,31,1,82,15,5.4
14526,146000,EPA024,2019-08-15,8,3,31.4,0.25,40,11,64,18,9
14527,154784,EPA025,2019-08-15,8,2.7,29.8,0.25,35,7,75,19,9.7
14528,163568,EPA026,2019-08-15,8,1.9,28.3,0.28,30,20,84,10,6.5
14529,172352,EPA027,2019-08-15,8,1.9,24.4,0.19,39,7,98,8,0.7
14530,181136,EPA028,2019-08-15,8,0.6,25.3,0.16,40,15,83,9,5
14531,189920,EPA029,2019-08-15,8,1.6,28,0.32,27,13,92,15,13
14532,207488,EPA030,2019-08-15,8,3.5,26.3,0.48,27,1,85,14,14
14533,216272,EPA031,2019-08-15,8,1.9,26.1,0.35,30,8,87,9,11
14534,225056,EPA032,2019-08-15,8,1.4,26.1,0.39,22,12,96,12,20
14535,233840,EPA033,2019-08-15,8,1,26,0.44,32,6,85,13,7.7
14536,242624,EPA034,2019-08-15,8,1.2,27,0.29,32,1,90,13,6.8
14537,251408,EPA035,2019-08-15,8,2.4,27.2,0.18,29,7,95,17,6
14538,260192,EPA036,2019-08-15,8,2,25.2,0.35,22,3,91,6,11
14539,268976,EPA037,2019-08-15,8,2.1,26.4,0.26,32,7,93,15,6.4
14540,277760,EPA038,2019-08-15,8,1.1,27.6,0.19,37,11,94,27,4.6
14541,286544,EPA039,2019-08-15,8,1.5,27.6,0.26,23,10,92,24,7.3
14542,304112,EPA040,2019-08-15,8,1.3,28.9,0.43,26,3,90,31,7.4
14543,312896,EPA041,2019-08-15,8,1.7,28.7,0.16,45,12,83,22,3.4
14544,321680,EPA042,2019-08-15,8,1.9,27,0.36,21,6,94,17,6.65
14545,330464,EPA043,2019-08-15,8,1.2,29.2,0.41,24,14,87,33,6.6
14546,339248,EPA044,2019-08-15,8,1.2,29.3,0.19,27,11,86,34,5.6
14547,348032,EPA045,2019-08-15,8,1.5,29.7,0.22,29,19,88,38,5.8
14548,356816,EPA046,2019-08-15,8,2.1,30.1,0.3,26,8,85,46,6.6
14549,365600,EPA047,2019-08-15,8,1.5,26.1,0.17,32,22.75,94,20,3.8
14550,374384,EPA048,2019-08-15,8,1.4,30.3,0.15,29,14,86,35,3.9
14551,383168,EPA049,2019-08-15,8,1.9,29.7,0.23,24,16,86,33,6.1
14552,400736,EPA050,2019-08-15,8,2.2,29.7,0.36,23,8,88,40,9.5
14553,409520,EPA051,2019-08-15,8,9.9,29.6,0.54,21,18,83,40,10
14554,418304,EPA052,2019-08-15,8,2.3,31.2,0.14,31,25,79,64,1.3
14555,427088,EPA053,2019-08-15,8,1.4,28.6,0.3,22,10,91,43,9
14556,435872,EPA054,2019-08-15,8,2,29.7,0.19,26,8,88,43,3.7
14557,444656,EPA056,2019-08-15,8,2,29.8,0.21,24,23,84,37,2.3
14558,453440,EPA057,2019-08-15,8,1.5,30.2,0.35,18,10,84,41,15
14559,462224,EPA058,2019-08-15,8,6.1,30.3,0.2,12,11,76,42,18
14560,471008,EPA059,2019-08-15,8,2.7,29.4,0.33,23,18,89,41,11
14561,488576,EPA060,2019-08-15,8,0.8,29.8,0.15,29,16,77,38,1
14562,497360,EPA061,2019-08-15,8,1.4,28.2,0.1,28,13,90,37,1.3
14563,506144,EPA062,2019-08-15,8,1.9,30.5,0.72,19,13,72,25,10
14564,514928,EPA063,2019-08-15,8,2,30.9,0.23,24,18,65,27,4.6
14565,523712,EPA064,2019-08-15,8,1.8,24.5,0.14,37,10,86,13,3.8
14566,532496,EPA065,2019-08-15,8,2.8,30.3,0.47,23,19,75,39,7.9
14567,541280,EPA066,2019-08-15,8,3.9,28.2,0.33,20,30,73,43,14
14568,550064,EPA067,2019-08-15,8,5.3,33.2,2.03,40,17,56,27,42
14569,558848,EPA068,2019-08-15,8,2.6,30.8,1.47,17,18.79338843,68,17,27.5
14570,567632,EPA069,2019-08-15,8,2.7,25.2,0.26,30,3,99,7,5.9
14571,585200,EPA070,2019-08-15,8,3.6,32.1,1.67,17,15,59,26,24
14572,593984,EPA071,2019-08-15,8,2.3,30.3,0.38,19,14,84,37,13
14573,602768,EPA072,2019-08-15,8,1.7,23.5,0.29,29,9,90,3,8.9
14574,611552,EPA075,2019-08-15,8,3.6,28.4,0.28,49,21,92,48,6.2
14575,620336,EPA077,2019-08-15,8,3.6,30.5,0.27,36,22,77,37,8.8
14576,629120,EPA078,2019-08-15,8,1.7,27,0.15,45,5,100,24,4.05068819
14577,646688,EPA080,2019-08-15,8,1.3,29.4,0.47,17,10,74,22,2.7
14578,5480,EPA001,2019-08-16,8,1.7,29.9,0.44,24,11,73,20,17
14579,102104,EPA002,2019-08-16,8,2.1,31.6,0.54,26,14,68,27,19
14580,198728,EPA003,2019-08-16,8,1.9,30,0.24,39,11.08695652,70,15,6.3
14581,295352,EPA004,2019-08-16,8,2.1,29.3,0.49,13,11,73,27,12
14582,391976,EPA005,2019-08-16,8,2.3,29.4,0.44,22,9,71,21,19
14583,479816,EPA006,2019-08-16,8,4.6,29.7,0.52,26,12,67,23,17
14584,576440,EPA007,2019-08-16,8,4.1,30.6,0.32,34,4,61,21,10
14585,637928,EPA008,2019-08-16,8,2.2,30.5,0.5,30,11,65,24,14
14586,673064,EPA009,2019-08-16,8,2.2,28.2,0.29,33,7,73,20,14
14587,14264,EPA010,2019-08-16,8,2.4,30,0.3,32,16,76,20,11
14588,23048,EPA011,2019-08-16,8,3.1,30,0.45,30,11,73,22,17
14589,31832,EPA012,2019-08-16,8,3.2,30.6,1.68,16,13,68,22,31
14590,40616,EPA013,2019-08-16,8,1.6,30.9,0.69,24,7,66,19,21
14591,49400,EPA014,2019-08-16,8,2.1,28.9,0.61,15,14,70,27,16
14592,58184,EPA015,2019-08-16,8,1.6,30.6,0.62,18,12,68,25,22
14593,75752,EPA017,2019-08-16,8,2.6,28.3,0.36,33,4,74,13,9.9
14594,84536,EPA018,2019-08-16,8,2.7,29.5,0.19,40,10,69,15,6
14595,93320,EPA019,2019-08-16,8,2.2,26.6,0.18,38,11,82,13,5.3
14596,110888,EPA020,2019-08-16,8,1.8,29.2,0.23,33,9,75,16,12
14597,119672,EPA021,2019-08-16,8,2.2,29,0.3,34,10,79,12,7.4
14598,128456,EPA022,2019-08-16,8,1.6,28.6,0.26,35,11.90804598,78,68,8.5
14599,137240,EPA023,2019-08-16,8,1.1,26.9,0.25,37,17,90,11,3.7
14600,146024,EPA024,2019-08-16,8,1.8,29,0.35,36,7,76,12,7.3
14601,154808,EPA025,2019-08-16,8,3.6,28.5,0.39,28,4,82,24,16
14602,163592,EPA026,2019-08-16,8,1.4,28,0.27,31,6,85,7,5.8
14603,172376,EPA027,2019-08-16,8,1.6,24.1,0.17,40,4,99,4,2.3
14604,181160,EPA028,2019-08-16,8,1.7,25.7,0.19,38,8,83,11,5.4
14605,189944,EPA029,2019-08-16,8,2.1,25,0.32,36,11,89,11,9.3
14606,207512,EPA030,2019-08-16,8,2.6,26.6,0.68,27,2,83,10,17
14607,216296,EPA031,2019-08-16,8,2.1,25.8,0.5,29,7,91,12,16
